"Year"	"Plot"	"NumSp"	"SpNum"	"FgNum"	"Fgset"	"C3"	"C4"	"Forb"	"Legume"	"Woody"	"Achmi"	"Agrsm"	"AmoPet"	"Andge"	"Asctu"	"Elyca"	"Koecr"	"Lesca"	"Liaas"	"Luppe"	"MonSol"	"Panvi"	"Petpu"	"Poapr"	"Queel"	"Quema"	"Schsc"	"Sornu"	"Depth"	"Phosphorus"
1994	235	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0.20cm	32
2017	235	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0.20cm	25
2017	235	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	20.40cm	15
2017	236	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	40.60cm	18
2017	236	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	20.40cm	16
1994	236	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.20cm	38
2017	236	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.20cm	22
1994	237	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.20cm	46
2017	237	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.20cm	29
2017	237	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20.40cm	25
2017	237	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40.60cm	25
2017	239	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	20.40cm	61
2017	239	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0.20cm	39
1994	239	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0.20cm	60
2017	239	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	40.60cm	64
1994	242	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.20cm	72
2017	242	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.20cm	46
2017	242	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20.40cm	54
2017	242	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	40.60cm	55
1994	253	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0.20cm	69
2017	253	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0.20cm	45
2017	253	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	20.40cm	57
2017	253	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	40.60cm	50
2017	257	16	17	5	34FLW	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.20cm	40
2017	257	16	17	5	34FLW	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20.40cm	48
1994	257	16	17	5	34FLW	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.20cm	53
2017	257	16	17	5	34FLW	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	40.60cm	44
1994	259	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.20cm	37
2017	259	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.20cm	26
2017	259	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	20.40cm	18
2017	259	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	40.60cm	14
2017	265	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40.60cm	14
1994	265	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.20cm	31
2017	265	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.20cm	25
2017	265	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.40cm	15
2017	266	8	9	5	34FLW	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	40.60cm	13
2017	266	8	9	5	34FLW	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	20.40cm	11
1994	266	8	9	5	34FLW	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0.20cm	29
2017	266	8	9	5	34FLW	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0.20cm	20
1994	267	1	1	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.20cm	34
2017	267	1	1	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.20cm	29
2017	267	1	1	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20.40cm	21
2017	267	1	1	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40.60cm	22
2017	268	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.40cm	41
2017	268	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	39
1994	268	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	63
2017	268	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.60cm	45
1994	273	16	17	5	34FLW	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.20cm	60
2017	273	16	17	5	34FLW	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.20cm	57
2017	273	16	17	5	34FLW	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.40cm	56
2017	273	16	17	5	34FLW	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.60cm	96
2017	278	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	40.60cm	25
1994	278	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	38
2017	278	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	27
2017	278	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20.40cm	31
2017	280	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40.60cm	62
2017	280	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20.40cm	65
1994	280	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.20cm	56
2017	280	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.20cm	40
1994	282	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	68
2017	282	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	50
2017	282	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20.40cm	60
2017	282	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40.60cm	68
2017	283	8	8	3	34F	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0.20cm	48
2017	283	8	8	3	34F	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	20.40cm	56
1994	283	8	8	3	34F	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0.20cm	54
2017	283	8	8	3	34F	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	40.60cm	65
1994	286	4	4	3	34L	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0.20cm	69
2017	286	4	4	3	34L	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0.20cm	51
2017	286	4	4	3	34L	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	20.40cm	51
2017	286	4	4	3	34L	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	40.60cm	48
2017	287	4	5	3	34F	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	40.60cm	49
1994	287	4	5	3	34F	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0.20cm	61
2017	287	4	5	3	34F	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0.20cm	39
2017	287	4	5	3	34F	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	20.40cm	51
2017	290	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40.60cm	63
2017	290	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20.40cm	51
1994	290	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.20cm	61
2017	290	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.20cm	46
1994	291	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.20cm	66
2017	291	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.20cm	43
2017	291	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20.40cm	47
2017	291	1	1	1	L	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	40.60cm	58
2017	292	8	9	3	34L	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	20.40cm	37
2017	292	8	9	3	34L	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0.20cm	39
1994	292	8	9	3	34L	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0.20cm	63
2017	292	8	9	3	34L	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	40.60cm	37
1994	293	8	8	4	4FLW	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0.20cm	44
2017	293	8	8	4	4FLW	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0.20cm	24
2017	293	8	8	4	4FLW	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	20.40cm	18
2017	293	8	8	4	4FLW	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	40.60cm	19
2017	299	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	40.60cm	31
1994	299	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.20cm	44
2017	299	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.20cm	29
2017	299	16	17	5	34FLW	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	20.40cm	28
2017	300	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	40.60cm	30
2017	300	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	20.40cm	29
1994	300	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.20cm	49
2017	300	2	2	2	4L	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.20cm	30
1994	301	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0.20cm	35
2017	301	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0.20cm	25
2017	301	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	20.40cm	22
2017	301	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	40.60cm	21
1994	302	4	5	3	FLW	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0.20cm	62
2017	302	4	5	3	FLW	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	40.60cm	40
2017	302	4	5	3	FLW	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0.20cm	39
2017	302	4	5	3	FLW	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	20.40cm	49
1994	303	8	10	3	3FL	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0.20cm	45
2017	303	8	10	3	3FL	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0.20cm	41
2017	303	8	10	3	3FL	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	20.40cm	34
2017	303	8	10	3	3FL	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	40.60cm	38
2017	304	2	2	1	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.60cm	20
1994	304	2	2	1	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	23
2017	304	2	2	1	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	21
2017	304	2	2	1	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.40cm	17
2017	307	8	9	4	4FLW	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	40.60cm	29
2017	307	8	9	4	4FLW	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	20.40cm	31
1994	307	8	9	4	4FLW	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0.20cm	44
2017	307	8	9	4	4FLW	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0.20cm	25
1994	308	1	1	1	F	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	48
2017	308	1	1	1	F	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	38
2017	308	1	1	1	F	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20.40cm	46
2017	308	1	1	1	F	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40.60cm	45
2017	311	2	2	2	34	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	20.40cm	17
2017	311	2	2	2	34	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.20cm	21
1994	311	2	2	2	34	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.20cm	26
2017	311	2	2	2	34	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	40.60cm	20
1994	313	8	9	4	3FLW	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0.20cm	24
2017	313	8	9	4	3FLW	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0.20cm	18
2017	313	8	9	4	3FLW	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	20.40cm	10
2017	313	8	9	4	3FLW	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	40.60cm	10
2017	318	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	40.60cm	44
1994	318	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0.20cm	67
2017	318	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0.20cm	43
2017	318	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	20.40cm	38
2017	324	2	2	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	40.60cm	39
2017	324	2	2	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	20.40cm	36
1994	324	2	2	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.20cm	49
2017	324	2	2	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.20cm	35
1994	325	4	5	4	34FL	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0.20cm	44
2017	325	4	5	4	34FL	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0.20cm	32
2017	325	4	5	4	34FL	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	20.40cm	34
2017	325	4	5	4	34FL	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	40.60cm	38
1994	328	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0.20cm	44
2017	328	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	40.60cm	27
2017	328	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0.20cm	37
2017	328	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	20.40cm	23
1994	329	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0.20cm	47
2017	329	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0.20cm	34
2017	329	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	20.40cm	27
2017	329	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	40.60cm	28
2017	330	2	2	2	4F	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40.60cm	22
1994	330	2	2	2	4F	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.20cm	23
2017	330	2	2	2	4F	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.20cm	24
2017	330	2	2	2	4F	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20.40cm	24
2017	331	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	40.60cm	16
2017	331	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	20.40cm	14
1994	331	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0.20cm	26
2017	331	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0.20cm	16
1994	334	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	29
2017	334	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20cm	18
2017	334	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20.40cm	11
2017	334	2	2	2	34	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	40.60cm	11
1994	335	2	3	2	3L	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	23
2017	335	2	3	2	3L	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.60cm	8
2017	335	2	3	2	3L	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.40cm	8
2017	335	2	3	2	3L	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.20cm	18
1994	336	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0.20cm	18
2017	336	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0.20cm	15
2017	336	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	20.40cm	8
2017	336	16	17	5	34FLW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	40.60cm	8
2017	338	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20.40cm	31
2017	338	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40.60cm	36
2017	338	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.20cm	33
1994	338	1	2	1	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.20cm	38
2017	339	16	17	5	34FLW	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.20cm	32
2017	339	16	17	5	34FLW	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20.40cm	34
2017	339	16	17	5	34FLW	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40.60cm	32
1994	339	16	17	5	34FLW	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.20cm	41
2017	342	2	3	2	FL	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	40.60cm	21
1994	342	2	3	2	FL	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.20cm	32
2017	342	2	3	2	FL	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.20cm	25
2017	342	2	3	2	FL	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	20.40cm	19
2017	126	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.60cm	27
2017	126	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.40cm	41
1994	126	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	43
2017	126	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	45
1994	166	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	54
2017	166	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	54
2017	166	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.40cm	69
2017	166	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.60cm	67
2017	244	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.60cm	66
1994	244	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	64
2017	244	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	66
2017	244	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.40cm	64
2017	248	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.60cm	59
2017	248	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.40cm	55
1994	248	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	61
2017	248	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20cm	58
